name,author,number,mark,publish_time,extract
胡适口述自传,唐德刚,270人点评,69.20%,2015年2月,《胡适口述自传》，介于自传和他传之间，是了解胡适其人其学的最好入门书。20世纪50年代，胡适应哥伦比亚大学“中国口述历史学部”之请，受唐德刚采访，以英文口述生平，于1958年完成十六次正式录音。本书即是由唐德刚根据录音，对照参考、综合译出，并于1959年经胡适手订而成。这也是唐德刚在哥伦比亚大学与胡适亲身交往、提着录音机完成的一项傲人的“口述史传工程”。在这里，胡适回顾了自己一生学术研究的历程，从投身文学革命、到审视中国哲学史，重新发现禅宗的历史，再到批判性地研究白话小说，忆及文学、史学、哲学等方面主要思想，是一本包罗了胡适学识、思想、生活、家庭背景等各方面的小书。唐德刚将胡适的英文口述译为中文后所作的注释评论，更是不可不读的好文章，一方面，胡适口述中出现的一些记忆误差、难言之隐透过唐注得到复原；另一方面，唐注又拓展和深化了口述的内容和观点，针对正文所提出的问题也阐发了自己对胡适本人及相关人物、事件的评论，使读者得以更清晰地理解胡适和他所在的时代。
胡雪岩：红顶商人胡雪岩（全集）,高阳,5650人点评,82.40%,2018年5月,讲透一代商圣胡雪岩的天才与宿命，影响中国一代企业家的经典！马云读了两遍！胡雪岩传记小说至高经典，其他版本大多是这套书的删减版或改编版。高阳版《胡雪岩全传》出版40年来无可逾越，是商人必备的生存手册。胡雪岩从店伙计到大清巨富花了30年，倾家荡产只花了9天！“有井水处有金庸，有村镇处有高阳。”武侠小说有金庸，历史小说有高阳！高阳的历史小说，注重历史的真实性，又擅长讲故事，读起来轻松畅快，有读者评为“华语历史小说不可逾越的高峰”。翻开本书，看当代历史小说巨匠高阳，重现一代商圣胡雪岩的辉煌与宿命。
华杉讲透《资治通鉴》（共22册）,华杉,506人点评,86.20%,2022年11月,《资治通鉴》从战国写到五代十国，生动展现了16个朝代1362年历史中一个个活生生的人和故事，可以说是中国政治和文化遗产的“大数据”和“超级案例集”。我们今天遇到的问题和困惑，无论是个人的还是国家的，历史先辈们都遇到过、处理过，有经验教训。本书作者华杉用“通篇大白话”翻译整部《资治通鉴》，并尽量保留原文的韵味，让人像读小说一样拿起来就放不下。同时，本书结合历代名家观点，加上华杉本人的点评，讲透《资治通鉴》中对21世纪普通人真正有用的智慧——让人看一遍就会，看完就能用得上。
环球国家地理百科全书：欧洲1,王越,142人点评,68.90%,2016年6月,1.《环球国家地理百科全书》是一套色彩艳丽、内容丰富、特色鲜明的大众地理读物。 2.全书内容是经过社科院专家和中国地理协会的老师专门审核后完成的，地理知识具有较高的权威性。3.全书共分10卷，分别从多方面介绍了世界七大洲的200多个国家与地区，资料翔实、数据全面、图片丰富。4.这套书也是目前国内图书市场上为数不多的以彩图版的形式介绍全球各国概况及风土人情的图书之一，具有极高的收藏性、阅读性和欣赏性。5.全书除了百科体知识以外，每卷后边又加了部分美文，让地理知识变得有趣而优美。6.全套采用轻型纸印刷，携带便捷，性价比很高，是自用的佳品。
环球国家地理百科全书：亚洲1,王越,267人点评,52.40%,2016年6月,1.《环球国家地理百科全书》是一套色彩艳丽、内容丰富、特色鲜明的大众地理读物。 2.全书内容是经过社科院专家和中国地理协会的老师专门审核后完成的，地理知识具有较高的权威性。3.全书共分10卷，分别从多方面介绍了世界七大洲的200多个国家与地区，资料翔实、数据全面、图片丰富。4.这套书也是目前国内图书市场上为数不多的以彩图版的形式介绍全球各国概况及风土人情的图书之一，具有极高的收藏性、阅读性和欣赏性。5.全书除了百科体知识以外，每卷后边又加了部分美文，让地理知识变得有趣而优美。6.全套采用轻型纸印刷，携带便捷，性价比很高，是自用的佳品。
活着回来的男人：一个普通日本兵的二战及战后生命史,小熊英二,725人点评,78.50%,2017年1月,第一部庶民视角的二战前后日本生活史，再现日本普通民众的生活和精神状态。书中主人公小熊谦二（作者的父亲），出生于1925年，十九岁被征兵送往中国东北，后遭苏联拘留于战俘营，在严酷的西伯利亚劳动了三年。活着返回日本后，谦二在不断更换工作时，染上当时视为绝症的肺结核。从二十五岁到三十岁，人生最失落的光景在疗养所中孤独地度过。失去半边肺叶的谦二，以三十岁“高龄”重归社会，幸而赶上日本经济高速增长的浪潮，得以从“下层的下层”爬到“下层的中层”。升为银发族后，他甚至与身在中国延边的“原朝鲜日本兵”吴雄根共同成为原告，向日本政府发起战后诉讼赔偿。作者以平实的叙事和开阔的视角记录了自己的父亲作为一个普通日本兵的生命轨迹，同时融入同时期的经济、政策、法制等状况，形成了一部“活生生的二十世纪史”。 第一个和中国人一起站上原告席状告日本政府的日本人，讲述“不被记录的多数人”的真实经历。
饥饿的盛世：乾隆时代的得与失,张宏杰,2350人点评,80.60%,2022年8月,乾隆的统治占据了18世纪的大部分时间，将康乾盛世推向巅峰。除了康熙、雍正为其打下的良好基础外，自制力强、勤政、处理问题果断迅速、善于吸收历代统治得失、感情生活比较专一、健康长寿等才是乾隆能够成功缔造盛世的重要因素。乾隆统治下的中国，纵向比，是中国几千年历史中人口最多、国力最盛的时期。横向比，是当时世界上最强大、最富庶的国家。然而，乾隆身后却是盛世的崩塌和一个逐渐衰败的大清王朝。乾隆晚年声势浩大的白莲教起义爆发；他死后不到半个世纪，鸦片战争爆发。乾隆是成功的，其成就足以让他跻身中国历史上最伟大的帝王之列；乾隆也是失败的，18世纪世界历史的发展让他的统治显得没有任何新意。从马戛尔尼使团访华事件可以看到，乾隆时期中西历史发展正经历另一种“大分流”。
艰难时代：亲历美国大萧条,斯特兹·特克尔,232人点评,62.40%,2016年12月,1929年10月24日，“黑色星期四”，美国股市暴跌。美国和全球经济从此进入了漫长的大萧条。对千百万人而言，生活成了吃、穿、住的挣扎。普遍的不安全感笼罩之下，从贫民到巨富，无人幸免。普利策奖得主斯特兹·特克尔采访了从新政官员、商业巨子到农夫、工人等各个行业、阶层的数百人，以第一手资料反映了经济大萧条怎样影响了人们的生活，当年的苦日子又是如何在今天的咀嚼下回味无穷的。特科尔的作品为美国建立起一部持续、宽广、自下而上的平民史，他本人更成为芝加哥城的标志和美国几代人的集体记忆。
简读日本史,张宏杰,931人点评,78.30%,2021年7月,张宏杰解读独特的日本历史底盘与精神世界 日本是一个特别的国家，文化内核超稳定而外表却极易变化，让世人捉摸不定。理解了日本历史的独特性与日本人的精神世界，才能理解日本对东亚、乃至世界历史走向的影响。本书从四个维度为读者呈现了一部立体而丰富的日本历史。第一部分从日本人独特的性观念切入，分析日本历史和文化的独特性；第二部分按时间顺序，简述从绳纹时代到明治维新的历史，重点是分析日本为什么进行大化改新，以及大化改新何以失败，对比日本历史轨迹与中国的相似之处；第三部分分析日本人的世界观念以及历史上的中日关系；第四部分则总结日本国民性的成因及特点。本书以多元视角与理解路径，解答关于日本的困惑，也为认识中华文明的独特性提供一个参照物。
翦商：殷周之变与华夏新生,李硕,1.2万人点评,94.60%,2022年10月,本书借助考古材料和传世文献，梳理了上古人祭风俗产生、繁荣和消亡的全过程，以及人祭与华夏早期文明从伴生到分离的伟大转折，再现了古人（周人）为终结商朝和人祭风俗付出的巨大努力，使我们对华夏文明的起源有了全新的认知。
建筑也可以很好玩：欧洲篇，从古希腊到文艺复兴,密小斯,4821人点评,91.10%,2020年3月,本书用活泼的语言、漫画的形式，结合历史故事，使读者从整体上可以快速了解整个欧洲建筑的发展历史，包括西方建筑的老祖宗为什么在古希腊，罗马角斗场是否是帝国的维稳工具，哥特式大教堂怎么就成了黑暗化身，等等。本书适合欧洲建筑爱好者、初学者阅读，也适合喜欢建筑历史文化的大众读者阅读。
津巴多口述史,菲利普·津巴多,168人点评,76.80%,2021年3月,在《津巴多口述史》中，津巴多教授首次直面读者，亲述自己一生的旅程。从他的成长故事中就足见智慧：8岁他便在和同伴的玩乐中总结出了领导者和追随者法则；读书时，他被误认为是西西里黑手党并遭到孤立，他没有因此沮丧，反而开始关注和思考情境的力量；在百老汇打工期间，他不仅积累了很多“让顾客买单”的经验，还学会了如何管理时间，迅速切换多个任务。在本书中，津巴多教授完整追溯了他50年来的教学和研究经历，述说了他的四大贡献——斯坦福监狱实验、将害羞概念化、时间观研究、英雄想象项目的前因后果和灵感来源，读者可以从中看到源于生活的、具有生命力和创造力的科学研究是如何诞生的。此外，你还会读到津巴多成为斯坦福备受欢迎的明星老师、带领上百名学生进行反战抗议、为少数族裔和女性争取就职机会等的种种经历和故事，你会发现他不仅是一位向人性发问的学者，还是一位流着教师血液的天生教育家，一位关注社会弱势群体、热爱和平的行动家，一位心怀天下的伟大思想者。从贫民区的穷小子到人人敬仰的大师，从失控的监狱实验到帮助人们成为更好的自己，《津巴多口述史》将带我们见证一代心理学大师的历练之路，同时让我们更深入地认识自我、环境与人性。
井冈山斗争口述史（全2册）,黄仲芳 罗庆宏主编,58人点评,81.00%,2015年4月,1968年至1982年，井冈山革命博物馆派出了若干采访小组，分赴全国各地，采访了140多位当年参加过井冈山斗争的老红军及相关人员。这些受访者讲述了他们井冈山斗争的亲身经历及其所见所闻。主要内容包括：关于八七会议，关于湘东赣西秋收起义，关于井冈山的斗争，关于红军被服厂、造币厂，关于王佐家世，关于红军三十二团，关于朱德，关于红五军等。采访者将这些口述作了详细的记录，共约120万字。这些记录稿以非常可信的细节，对井冈山时期诸多历史事件作了有血有肉的补充和丰富是这些重大事件的见证，具有极高的史料价值。特别是随着被采访者相继去世，这些资料更加弥足珍贵。
决战朝鲜,李峰,5955人点评,81.40%,2017年8月,全面揭开朝鲜战争台前幕后隐秘历史的必读书 畅销近30万册！戴旭、萨苏、方军倾情作序！乔良、王湘穗联袂推荐！全景式再现朝鲜战争历史命运的经典作品，全面揭开朝鲜战争台前幕后隐秘历史的必读书，入选人大附中推荐书目！附百余幅朝鲜战争珍贵历史照片！     乔良将军、王湘穗教授联袂推荐！戴旭、萨苏、方军倾情作序！被广大军迷追捧，全面揭开朝鲜战争台前幕后隐秘历史的必读书。本书是一部全景式再现朝鲜战争历史命运的经典作品，以恢宏的气势、凝练的语言、多维度的视角记述和分析了朝鲜战争成因、决策过程、五次战役及板门店停战谈判等重大事件，包括战前国际国内形势、重要战役战况、双方将帅决策过程及这场战争中涌现的堪称“军神”级人物，塑造了一大批性格鲜明的人物形象。同时，本书通过翔实的史料全面揭开朝鲜战争台前幕后的诸多历史真相，如中美苏朝最高领导层的博弈较量，朝鲜人民军南征的真相，中国出兵朝鲜真相，中美军战力真实对比，苏联对华军援、空军参战的内幕，志愿军战俘的真实境遇，板门店谈判过程等等，破除了有关朝鲜战争的种种迷思与误解，非常真实出彩。本书曾被广大军迷誉为朝鲜战争题材国内品质扛鼎的作品，畅销近30万册，本版在原有精彩内容基础上，新增了百余幅朝鲜战争历史照片，给读者以极强的代入感。
康熙大帝（全集）,二月河,1.5万人点评,88.90%,2009年9月,《康熙大帝（合集）》：记帝王人生，展宫廷百态；道清宫秘史，书宦海沉浮。作品结构紧凑，故事异彩纷呈，情节环环相扣，读之欲罢不能。
抗战老兵口述历史,刘玉,122人点评,85.70%,2017年8月,本书收录了24名抗战老兵口述当年从军的经历细节。这24名老兵中，有怒江边从死人堆中逃出的余国清，有桂林保卫战中七星岩里逃出的最后一位幸存者黄海潮，有在缅甸为远征军最高指挥官史迪威将军开过车的武彪，有参加过武汉保卫战的战地政工队女兵许良能……通过老兵们的口述，部分还原了桂柳会战、台儿庄战役、老河口大撤退、桂林保卫战以及远征军赴印缅作战的惨烈史实。
拉丁美洲被切开的血管,爱德华多·加莱亚诺,1441人点评,81.50%,2018年11月,1971年，受“依附理论”激发，乌拉圭记者、作家兼诗人爱德华多·加莱亚诺出版了这部震撼世界的《拉丁美洲被切开的血管》，试图解剖拉美的病体，探讨大陆的前途。他用难以辩驳的丰富资料，以澎湃有力的悲情笔法，铺陈出这片大陆自哥伦布开启航海新纪元之后的崎岖命运，写下一页页拉美受难史：金银、可可、棉花、橡胶、咖啡、水果、石油、铁、镍、锰、铜、锡……这些“血管”贯穿了整个拉美大陆，延伸到开阔的尽头，在那里它们流入欧洲和美国的宝库。曾经的殖民主义野蛮掠夺这片土地；而自由贸易、经济援助、合资企业、国际组织等现代文明体制同样以不文明的手段参与古老的掠夺战。拉丁美洲是一个血管被切开的地区，是拉丁美洲不发达的历史构成了世界资本主义发展的历史。本书试图揭开拉丁美洲孤独百年的真相，也让我们聆听失败者的声音：那些追求拉美独立富强的英雄和他们失败的革命。这是整个拉丁美洲悲剧的缩影。与书中所揭示的历史被官方掩盖和篡改一样，本书在出版之后不久即遭到拉美右翼政府的禁令，然而它却以几十种语言的译本走遍世界，被一代人长久地当作叛逆拉丁美洲的象征。它的论断带着时代的烙印，它的命运却已经融入历史。
李宗仁回忆录（上下册）,唐德刚,1266人点评,84.20%,2015年2月,李宗仁（1891—1969），中国近代史上一位屈指可数的政治领袖和风云人物，曾为桂系军事首领，国民党中央领导阶层的重要成员。1948年4月任国民政府第一任副总统，1949年1月在蒋介石下野后任代总统，同年12月赴美。1965年叶落归根，并于北京发表声明，决心为祖国统一作出贡献。李宗仁一生戎马，历经护国、护法、北伐、蒋桂、抗日、国共内战等战争无数，直接影响了中国现代政治与历史的走势。李宗仁寓居美国期间，应哥伦比亚大学之邀，在“东亚研究所·中国口述历史学部”襄赞下，于1958年开始亲自口述了他三十余年的戎马生涯及所参与的军国大事，由历史学者唐德刚整理撰写，遂成《李宗仁回忆录》。本书也是唐德刚个人已出版的著作中，用功最深、费力最大、遭遇困难最多的一部有原始性的史书，自动议磋商到付梓面世历时逾二十年。《李宗仁回忆录》是李宗仁不平凡的一生事业的全记录，又是李氏一生各阶段心路历程的最忠实的写照。它完整保存了李宗仁在中国历史上的真面目，并间接披露了许多鲜为人知的政治内幕或军事秘闻。对于了解和研究中国近现代史，具有至为重要参考价值。
历史地理学十讲,史念海,495人点评,68.70%,2020年9月,中国历史地理学巨擘、学科创建人之一史念海经典作品，历史地理学之集大成者，一书尽览祖国河山历史，北大教授辛德勇为恩师倾情作序。本书通俗易懂，妙趣横生，适合大众普及祖国历史地理知识。资料具有极高可靠性，亦可为专题研究提供准确的一手资料。史念海先生是我国现代历史地理学的创始人之一。《历史地理学十讲》汇聚了其学术成果的精粹，以十个专题分别从我国的古今气候、人口迁徙、版图规模、交通运输、城市演变、经济重心等方面厘清历史地理学中的一些基本问题。作者治学严谨，用详实的史料、严密的论证再现了我国古代历史时期地理的发展与沿革，为历史地理学的创建和发展做出重要贡献。
历史的经验,南怀瑾著述,722人点评,85.50%,2016年3月,谋略，在中国古代文化中又称之为纵横之术、长短之术、勾距之术。为总结历史的经验，南怀瑾先生就中国古代谋略做了系统讲析。上编撷取赵蕤《长短经》、刘向《战国策》、桓范《世要论》精华，参以历史上兴亡成败的实例，论述了治世、用人、防邪、辨奸之道。下编是对《素书》《太公兵法》《阴符经》的逐句串讲。
历史的棋局,国家人文历史,92人点评,77.30%,2023年1月,历史如棋谱，时代变了，那些历史的棋局还能教会我们什么？ 刘邦开国后大杀功臣？ 东汉书生、宦官、外戚到底在争什么？ 北魏实行了“子贵母死”制，为什么反而出现太后专权的情况？ 在李世民与武则天的双主角光环下，李治真的柔弱吗？ 唐代宦官权力为何这么大？  从“洪武”到“建文”，靖难之役背后的深层矛盾是什么？ ………… 历史不只是一种学问，真正的用处在于人生。 本书由国民历史读物《国家人文历史》团队编著，讲述了从商到清的政治兴衰重要节点，解读历史上的重大事件、鲜为人知的历史趣闻或者人物，呈现历史的原貌。不误导、不戏说，让历史发出真实的声音。 在历史的棋谱里，看中国人在应对时代挑战时的成败得失与经验教训，学习历史智慧。
历史的温度（套装共6册）,张玮,720人点评,84.00%,2021年12月,正在发生的事，很快会成为历史。已经成为历史的事，往往会出现在未来。蔡元培，在中国近代风云际会的舞台上，为何能一直做到言行合一？辜鸿铭，一代“狂儒”，又有过怎样的挣扎和矛盾？……总有几次，我们会站在十字路口，或面对未有之巨变，是向左还是向右，是向前还是向后？这是曾摆在辜鸿铭、蔡元培等人面前的抉择，也是当下我们时常面临的选择。面对真实世界，你怎么选择你所能相信的？是否还有潜在水面之下没显露的事实？如果你透过一些表象触及内核，你会发现，很多匪夷所思的事情之所以会发生，依然与个人的选择有关，与人性有关：贪婪、恐惧、孤独、虚荣、自私、迷茫……性格决定命运，人性决定选择。历史没有如果，不能假设，当他们站在十字路口，做出抉择时，影响的可能就是他们之后的整个人生，甚至历史。而后人读史，当感受其矛盾、纠结，去解读，去借鉴。张玮尽量用一种第三方、不带感情色彩的口吻还原当时的历史事件。在他的笔下，历史不再是冷冰冰、生人勿近的。看似由时间、地点和一连串数字组成的历史事件，背后的主角是一个个活生生的人，有血有肉、有人性、有故事、有真性情。他让原本枯燥的历史，如在眼前生动再现。
历史的温度1-5（套装共5册）,张玮,3380人点评,89.20%,2020年11月,丰富的历史知识，活色生香的历史故事 徐霞客、麦哲伦、容闳、张伯苓、刘长春、马拉、陈公博、伊藤博文……不管是这些在史书上留下了名字的人，还是那些没有留下名字的普通人，其实都有自己的信念，有自己的梦想。只是，如果把时间轴拉到足够长，大多数人的信念和梦想都随时间而湮灭了。留在史书上的那些人，有的是因为历尽艰辛，坚持的信念最终成真，而有些人所谓的“信念”本身就是个妄念，最终不光是撞了南墙，甚至还会被钉在历史的耻辱柱上。翻看历史的长卷，回顾这一个个故事，以及故事中的那些人、那些事，你会发现，人生的转折，有时真的只在一念之间，不管这些“念”，是信念还是妄念，是文念还是情念。每个历史人物或者事件，背后都曾有不为人熟知的故事，这套书的目的，就是把这些故事告诉你。在张玮抽丝剥茧般的描述中，历史被还原成了一个个有血有肉的人，这之中，有热血，有残酷，有真实，当然，也有温度。而我们作为看客，会发现，历史或许从未远去。
历史深处的民国（全集）,江城,2361人点评,90.10%,2015年10月,这是一套关于1840～1945百年正史的彪悍史书。是一套全面解读晚清、共和、抗战的长篇历史力作。从来没有一本关于民国的书籍，能像《历史深处的民国》这样，全面、真实、透彻、有趣地将民国这段历史讲明白说清楚。作者在精研民国史料的基础上，以尊重史实的严谨态度创作，以年代和具体人物为主线，用通俗易懂、幽默风趣的语言风格行笔，全新讲述了1840～1945这百年间的一些我们熟悉的人做过的一些我们并不熟悉的事……“1晚清”全景勾勒了从1840到1911前后近七十年波澜壮阔的历史，重点描述了清王朝内部改革力量曾国藩、李鸿章、袁世凯，清朝统治者慈禧、光绪，在野力量革命派、立宪派三方，围绕该挽救清朝还是推倒清朝重来而展开的一系列惊心动魄的故事。“2共和”着重描述了1911到1925年前后，以袁世凯、段祺瑞、冯国璋、张作霖、吴佩孚、冯玉祥、阎锡山为代表的北洋势力和以孙中山、黄兴、宋教仁为首的革命势力为推动中国走向何方而先合作后斗争的故事。重点关注了辛亥革命为什么可以成功、宋教仁被刺案的真相、推动清王朝倒掉的北洋势力从内斗走向灭亡以及革命派为理想中的共和国而作出的不懈努力。从不同的角度还原了不同群体在那个时代的不同政治追求与爱恨情仇，被蓄意掩盖的历史隐秘得到了充分揭示。
两京十五日（全集）,马伯庸,8265人点评,78.60%,2020年7月,马伯庸全新长篇历史小说。四个痴人、十五天、两千两百余里路的心灵之旅。千里长河，星夜奔驰，四面楚歌，命悬一线。太子这一场沿着大运河的极速奔跑，跑出了皇权与民意的博弈，跑出了宫闱与官场的心机搏杀，跑出了纠葛数十年的复杂恩怨，也跑出了从崇高到卑贱的幽微人心。这是一个小捕快、一个女医生、一个芝麻官和一个当朝太子的心灵之旅，一幅描绘明代大运河沿岸风情的鲜活画卷。
六千里运河 二十一座城,刘士林,53人点评,84.30%,2022年3月,中国大运河的历史是一部中华文明发展史，更是一部运河城市发展史。运河城市不仅对中国古代社会向更高水平发展起到重要的推动作用，也在岁月沧桑中积淀为弥足珍贵的文化资源与文明遗产。本书以运河两岸二十一座重要城市为中心，深入挖掘其历史文化资源，系统整理其文化资产和生活方式，融合地方志、文学艺术、民俗等方面的生动素材，对运河文化形态及精神价值进行了全面研究，着力阐述了其作为中华民族精神根脉的重要内涵。
论语,孔丘著 陈典译注,7391人点评,86.90%,2016年12月,古人半部《论语》治天下，今人半部《论语》修自身。尽管《论语》只是一些简单的对话，但包含了大量为人处世的大原则、大道理。国学大师南怀瑾先生曾形象地把孔子创始的儒家思想比作“粮食店”。可以说，孔子在《论语》中提出的思想，很多都是我们这个民族乃至全人类的“精神食粮”。《论语》与《大学》《中庸》《孟子》合称为“四书”，是儒家经典著作之一。《论语》首创语录之体，记录了孔子及其弟子们的言行，书中用简洁而又含义隽永的语言，讲述了修身、齐家、治国、平天下的至理名言。
马伯庸作品合集（全24册）,马伯庸,160人点评,83.40%,"4,908,589",精选畅销书作家马伯庸的17部作品，共24册，包括《两京十五日（全两册）》、《长安十二时辰（全两册）》、《古董局中局（1-4）》、《七候笔录（全两册）》、《三国机密（全两册）》、《长安的荔枝》《龙与地下铁》、《显微镜下的大明》、《风起陇西》、《草原动物园》、《三国配角演义》、《欧罗巴英雄记》、《殷商玛雅征服史》、《马伯庸笑翻中国简史》、《我读书少你可别骗我》、《事实证明，人民永远是最可爱的》、《她死在QQ上》。
梅花易数,邵雍,598人点评,91.00%,2015年9月,本书为公版书，为不受著作权法限制的作家、艺术家及其它人士发布的作品，供广大读者阅读交流。汇聚授权电子版权。
美国的故事（七册套装）,毕蓝,2754人点评,91.90%,2018年1月,让我们一起来读美国历史，读懂它的随意与平和，读懂它的苦涩和幽默。旅美华人毕蓝老师，在繁忙的工作之余，遍查资料，7年时间，笔耕不辍，足见其毅力以及对历史的热爱。一般历史书都只谈及美国二百来年的历史，本书却可追溯到1517年欧洲的宗教改革，弥补了美国建国前史料的空白，使我们全面了解到美国的前世今生。本书聚焦于美国建国前后的激情岁月。从北美殖民地的建立，到独立战争的打响，再到美国前几任总统的执政状况，作者洋洋洒洒地写了近百万字，可见她笔下的美国历史多么细致而生动。一个个历史事件，如过电影般，立体地呈现在我们面前，它们不再是枯燥的文字，而成了鲜活的故事。
门阀|“中古第一家族”琅琊王氏传承千年的成事智慧（独家首发）,南朝,1345人点评,86.40%,"154,696",首部通俗讲述“中古第一家族”琅琊王氏崛起过程的历史作品。琅琊王氏鼎盛300多年，培养了50多个宰相，类似今天市长、省长级别的高官更是不可计数，还有王羲之为代表的100多位文化名人。堪称古代最牛公务员家族。本书以电影般的叙事手法，全景讲述了琅琊王氏的崛起过程，以及他们与颍川庾氏、陈郡谢氏等豪门，以及与王室之间的百年博弈。 成大事者，慢半拍。本书总结提炼了琅琊王氏的家训、家风，发现他们在每次遇到危机的时候都有意慢人半拍。这种深藏九地之下，以静制动，后发制人的大智慧，让他们超越了同时代所有先下手为强的竞争者。 旧时王谢堂前燕，飞入寻常百姓家。这里的“王”指向一个藏在历史深处的家族：琅琊王氏。他们鼎盛300多年，在幕后操纵着一个王朝的兴衰。即使高坐御塌上的皇帝，也只是他们家族的代理人。他们被誉为“中古第一家族”。本书钩沉史料，全景式记录这个家族的崛起之路，并揭示了他们基业长青的关键所在：成大事者，慢半拍。 深藏九地之下，才能蓄积冲天之势 这个家族的奠基人是卧冰求鲤的主角王祥，一千多年来，他被打上愚孝的烙印。但我们不知道的是，孝顺的名气传出去不久，他就被邀请做官。他无意于从低阶幕僚做起，隐居深山，几十年不出。直到名气传遍天下，他才接过曹魏的橄榄枝。甫一出山，就位居九卿。 在别人狂热的时候清醒，才能看清大局 公元307年，八王之乱引发西晋内斗。当其他豪门前仆后继地卷入混战，想要分一杯羹的时候，家族第三代的代表人物王导却冷眼旁观，悄悄把目光投向了一直被忽视的江东，开拓出全新的发展基地。 避其锋锐，寻机而动，才能后发制人 公元318年，靠着王导辅佐才建立东晋的司马睿，登基伊始，就打压琅琊王氏。王导不争不怒，步步退让，直到皇帝的政策伤害到几乎所有豪门的利益时，他才暗示堂兄王敦起兵讨伐，彻底控制王室，开创了门阀时代。
孟子,孟子,1013人点评,85.70%,2017年6月,《孟子》以对话体散文的体裁，记载了孟子及其弟子的活动和言论，讲述了孟子的政治活动、政治学说以及他的哲学体系和伦理教育思想。全书行文大气磅礴，极具感染力，与《论语》《大学》《中庸》并称为“四书”，是历代儒家学子必读必考的经典著作。
棉花帝国：一部资本主义全球史,斯文·贝克特,2721人点评,79.10%,2019年3月,文津奖获奖图书，看棉花如何撼动世界 棉花产品在我们的生活中无处不在，以至于我们往往难以注意到它的重要性。但棉花产业的历史实际上是与近代资本主义的历史紧密关联在一起，理解棉花产业发展史是理解资本主义和当代世界的关键。本书作者斯文·贝克特通过叙述棉花产业发展的历史，解释了欧洲国家和资本家如何在短时间内重塑了这个世界历史上最重要的一项产业，并进而改变了整个世界面貌的。本书是名副其实的全球史，内容涉及五大洲，将非洲的贩奴贸易和红海贸易联系在了一起，将美国南北战争和印度棉花种植联系在了一起。在贝克特波澜壮阔的巨著中，商人、商业资本家、经纪人、代理人、国家官僚、工业资本家、佃农、自耕农、奴隶都有自己的角色，贝克特清楚地表明，这些人的命运是如何与近代资本主义发展联系在一起的，又是如何塑造我们现在这个存在着巨大不平等的世界的。本书告诉我们，并不存在一个所谓的“全球化”资本主义阶段，资本主义从一开始就是全球化的。
明朝那些事儿（全集）,当年明月,19.9万人点评,92.40%,2011年12月,一本书让你爱上历史。 《明朝那些事儿》主要讲述的是从1344年到1644年这三百年间关于明朝的一些故事。以史料为基础，以年代和具体人物为主线，并加入了小说的笔法，语言幽默风趣。对明朝十七帝和其他王公权贵和小人物的命运进行全景展示，尤其对官场政治、战争、帝王心术着墨最多，并加入对当时政治经济制度、人伦道德的演义。它以一种网络语言向读者娓娓道出明朝三百多年的历史故事、人物。其中原本在历史中陌生、模糊的历史人物在书中一个个变得鲜活起来。《明朝那些事儿》为我们解读历史中的另一面，让历史变成一部活生生的生活故事。
明朝那些事儿（增补版)（套装全九册),当年明月,4588人点评,91.20%,2017年5月,元末民不聊生，幼年朱元璋为生计放牛 《明朝那些事儿(增补版)(套装共9册)》包括：《明朝那些事儿（第1部）》、《明朝那些事儿（第2部）》、《明朝那些事儿（第3部）》、《明朝那些事儿（第4部）》、《明朝那些事儿（第5部）》、《明朝那些事儿（第6部）》、《明朝那些事儿（第7部）》、《明朝那些事儿（第8部）》、《明朝那些事儿（第9部）》共9册。本书主要讲述的是从1344年到1644年这三百年间关于明朝的一些事情，以史料为基础，以年代和具体人物为主线，并加入了小说的笔法，对明朝十七帝和其他王公权贵和小人物的命运进行全景展示，尤其对官场政治、战争、帝王心术着墨最多，并加入对当时政治经济制度、人伦道德的演义。
明朝那些事儿·全集（2020版）,当年明月,3956人点评,92.60%,2020年6月,《明朝那些事儿》主要讲述的是从1344年到1644年这三百年间关于明朝的历史，参考《明实录》《明通鉴》《明史》《明史纪事本末》等二十余种明代史料和笔记杂谈，经明史专家毛佩琦审订推荐，俯瞰三百年明史，看到不一样的大明王朝：明朝，一个让人血性喷薄的朝代，一个光怪陆离的朝代、一个强悍而温情的朝代，一个历经劫难又恢宏大气的朝代。明朝就像中国历史的褶皱，每翻开一篇都有精彩无比的故事蕴含着属于中国人的文化密码、政治逻辑、人性经验。
